Ref ID,Date,ppm,Rep,Plate,Row,Column,Total,Dead,Alive,Media,Notes,% Mortality
96N,09/17/2021,0.0625,1,2,5,7,3,3,0,LM (T),Low worm count. ,100%
96N,09/17/2021,0.03125,1,2,5,8,10,6,4,LM (T),,60%
96N,09/17/2021,0.015625,1,2,5,9,7,3,4,LM (T),,43%
96N,09/17/2021,0.0078125,1,2,5,10,6,1,5,LM (T),,17%
VC,09/17/2021,0,1,2,5,12,4,1,3,LM (T),High control mortality. Low worm count. ,25%
96R,09/17/2021,4.0,1,2,6,1,7,6,1,LM (T),,86%
96R,09/17/2021,2.0,1,2,6,2,5,4,1,LM (T),,80%
96R,09/17/2021,1.0,1,2,6,3,9,3,6,LM (T),,33%
96R,09/17/2021,0.5,1,2,6,4,6,2,4,LM (T),,33%
96R,09/17/2021,0.25,1,2,6,5,8,4,4,LM (T),,50%
96R,09/17/2021,0.125,1,2,6,6,8,0,8,LM (T),,0%
96R,09/17/2021,0.0625,1,2,6,7,8,1,7,LM (T),,12%
96R,09/17/2021,0.03125,1,2,6,8,9,2,7,LM (T),,22%
96R,09/17/2021,0.015625,1,2,6,9,5,2,3,LM (T),,40%
96R,09/17/2021,0.0078125,1,2,6,10,3,0,3,LM (T),Low worm count. ,0%
VC,09/17/2021,0,1,2,6,12,9,4,5,LM (T),High control mortality. ,44%
96U,09/17/2021,8.0,1,2,7,1,5,5,0,LM (T),,100%
96U,09/17/2021,4.0,1,2,7,2,6,5,1,LM (T),,83%
96U,09/17/2021,2.0,1,2,7,3,10,8,2,LM (T),,80%
96U,09/17/2021,1.0,1,2,7,4,8,5,3,LM (T),,62%
96U,09/17/2021,0.5,1,2,7,5,5,3,2,LM (T),,60%
96U,09/17/2021,0.25,1,2,7,6,6,0,6,LM (T),,0%
96U,09/17/2021,0.125,1,2,7,7,9,2,7,LM (T),,22%
96U,09/17/2021,0.0625,1,2,7,8,6,2,4,LM (T),,33%
96U,09/17/2021,0.03125,1,2,7,9,6,3,3,LM (T),,50%
96U,09/17/2021,0.015625,1,2,7,10,6,1,5,LM (T),,17%
VC,09/17/2021,0,1,2,7,12,6,1,5,LM (T),,17%
96X,09/17/2021,64.0,1,2,8,1,9,4,5,LM (T),,44%
96X,09/17/2021,32.0,1,2,8,2,4,1,3,LM (T),Low worm count. ,25%
96X,09/17/2021,16.0,1,2,8,3,11,1,10,LM (T),,9%
96X,09/17/2021,8.0,1,2,8,4,7,3,4,LM (T),,43%
96X,09/17/2021,4.0,1,2,8,5,6,1,5,LM (T),,17%
96X,09/17/2021,2.0,1,2,8,6,6,0,6,LM (T),,0%
96X,09/17/2021,1.0,1,2,8,7,10,3,7,LM (T),,30%
96X,09/17/2021,0.5,1,2,8,8,5,1,4,LM (T),,20%
96X,09/17/2021,0.25,1,2,8,9,7,4,3,LM (T),,57%
96X,09/17/2021,0.125,1,2,8,10,6,2,4,LM (T),,33%
VC,09/17/2021,0,1,2,8,12,3,1,2,LM (T),High control mortality. Low worm count. ,33%
