Ref ID,Date,ppm,Rep,Plate,Row,Column,Total,Dead,Alive,Media,Notes,% Mortality
1036-14B,08/04/2021,1.28,1,3,8,1,4,4,0,LM (T),Low worm count. ,100%
1036-14B,08/04/2021,0.64,1,3,8,2,10,10,0,LM (T),,100%
1036-14B,08/04/2021,0.32,1,3,8,3,14,6,8,LM (T),,43%
1036-14B,08/04/2021,0.16,1,3,8,4,10,6,4,LM (T),,60%
1036-14B,08/04/2021,0.08,1,3,8,5,11,3,8,LM (T),,27%
1036-14B,08/04/2021,0.04,1,3,8,6,15,4,11,LM (T),,27%
1036-14B,08/04/2021,0.02,1,3,8,7,13,1,12,LM (T),,8%
1036-14B,08/04/2021,0.01,1,3,8,8,10,2,8,LM (T),,20%
1036-14B,08/04/2021,0.005,1,3,8,9,6,1,5,LM (T),,17%
1036-14B,08/04/2021,0.0025,1,3,8,10,9,2,7,LM (T),,22%
VC,08/04/2021,0,1,3,8,12,7,2,5,LM (T),High control mortality. ,29%
